0.124354	536
0.127208	536
0.147254	536
0.150108	536
0.170196	536
0.170212	536
0.173008	536
0.175912	536
0.175912	536
0.175912	536
0.178812	536
0.178812	536
0.178812	536
0.181712	536
0.181712	536
0.181712	536
0.184612	536
0.184612	536
0.184612	536
0.184612	536
0.184612	536
0.184612	536
0.187512	536
0.187512	536
0.187512	536
0.190417	536
0.190417	536
0.190417	536
0.190417	536
0.190417	536
0.190417	536
0.190417	536
0.190417	536
0.190417	536
0.193312	536
0.193312	536
0.193312	536
0.193312	536
0.193312	536
0.193312	536
0.196221	536
0.196221	536
0.196221	536
0.196221	536
0.196221	536
0.196221	536
0.196221	536
0.196221	536
0.196221	536
0.196221	536
0.196221	536
0.196221	536
0.199112	536
0.199112	536
0.199112	536
0.199112	536
0.199112	536
0.207808	536
0.207808	536
0.210717	6968
0.210717	536
0.210717	536
0.210717	536
0.210717	536
0.210717	536
0.210717	3752
0.219412	536
0.219412	536
0.219412	536
0.219412	6432
0.228108	8040
0.228108	536
0.231012	536
0.231012	536
0.231012	536
0.231012	536
0.233908	536
0.236812	536
0.236812	536
0.236812	536
0.236812	536
0.239712	536
0.239712	536
0.239712	536
0.242612	536
0.242612	536
0.242612	536
0.242612	536
0.245508	536
0.245508	536
0.248412	536
0.248412	536
0.248412	536
0.248412	536
0.251308	536
0.251308	536
0.254212	536
0.254212	536
0.254212	536
0.254212	536
0.254212	536
0.257108	536
0.257108	536
0.260012	536
0.260012	536
0.260012	536
0.260012	536
0.260012	536
0.260012	536
0.262908	536
0.262908	536
0.265817	536
0.265817	536
0.265817	536
0.265817	536
0.265817	536
0.265817	536
0.265817	536
0.268708	536
0.268708	536
0.271612	536
0.271612	536
0.271612	536
0.271612	536
0.271612	536
0.271612	536
0.274508	536
0.274508	536
0.277417	536
0.277417	536
0.277417	536
0.277417	536
0.277417	536
0.277417	536
0.277417	536
0.280308	536
0.280308	536
0.283217	536
0.283217	536
0.283217	536
0.283217	536
0.283217	536
0.283217	536
0.283217	536
0.283217	536
0.286108	536
0.286108	536
0.289017	536
0.289017	536
0.289017	536
0.289017	536
0.289017	536
0.289017	536
0.289017	536
0.289017	536
0.289017	536
0.291908	536
0.291908	536
0.294817	536
0.294817	536
0.294817	536
0.294817	536
0.294817	536
0.294817	536
0.294817	536
0.294817	536
0.297708	536
0.297708	536
0.300617	536
0.300617	536
0.300617	536
0.300617	536
0.300617	536
0.300617	536
0.300617	536
0.300617	536
0.300617	536
0.303508	536
0.303508	536
0.306421	536
0.306421	536
0.306421	536
0.306421	536
0.306421	536
0.306421	536
0.306421	536
0.306421	536
0.306421	536
0.306421	536
0.309308	536
0.309308	536
0.312221	536
0.312221	536
0.312221	536
0.312221	536
0.312221	536
0.312221	536
0.312221	536
0.312221	536
0.312221	536
0.312221	536
0.312221	536
0.315108	536
0.315108	536
0.318021	536
0.318021	536
0.318021	536
0.318021	536
0.318021	536
0.318021	536
0.318021	536
0.318021	536
0.318021	536
0.318021	536
0.320908	536
0.320908	536
0.323821	536
0.323821	536
0.323821	536
0.323821	536
0.323821	536
0.323821	536
0.323821	536
0.323821	536
0.323821	536
0.323821	536
0.323821	536
0.326708	536
0.326708	536
0.329621	536
0.329621	536
0.329621	536
0.329621	536
0.329621	536
0.329621	536
0.329621	536
0.329621	536
0.329621	536
0.329621	536
0.329621	536
0.329621	536
0.332508	536
0.332508	536
0.335425	536
0.335425	536
0.335425	536
0.335425	536
0.335425	536
0.335425	536
0.335425	536
0.335425	536
0.335425	536
0.335425	536
0.335425	536
0.335425	536
0.335425	536
0.338308	536
0.338308	536
0.341221	536
0.341221	536
0.341221	536
0.341221	536
0.341221	536
0.341221	536
0.341221	536
0.341221	536
0.341221	536
0.341221	536
0.341221	536
0.341221	536
0.344108	536
0.344108	536
0.347025	536
0.347025	536
0.347025	536
0.347025	536
0.347025	536
0.347025	536
0.347025	536
0.347025	536
0.347025	536
0.347025	536
0.347025	536
0.347025	536
0.347025	536
0.349908	536
0.349908	536
0.352825	536
0.352825	536
0.352825	536
0.352825	536
0.352825	536
0.352825	536
0.352825	536
0.352825	536
0.352825	536
0.352825	536
0.352825	536
0.352825	536
0.352825	536
0.352825	536
0.355708	536
0.355708	536
0.358625	536
0.358625	536
0.358625	536
0.358625	536
0.358625	536
0.358625	536
0.358625	536
0.358625	536
0.358625	536
0.358625	536
0.358625	536
0.358625	536
0.358625	536
0.358625	536
0.358625	536
0.37865	504
