0.102914	0	536
0.125814	536	1072
0.148714	1072	1608
0.171614	1608	2144
0.174509	2144	2680
0.177409	2680	3216
0.180309	3216	3752
0.180309	3752	4288
0.183209	4288	4824
0.186109	4824	5360
0.186109	5360	5896
0.18611	5896	6432
0.189009	6432	6968
0.189009	6968	7504
0.191909	7504	8040
0.191909	8040	8576
0.19191	8576	9112
0.19191	9112	9648
0.194809	9648	10184
0.194809	10184	10720
0.19481	10720	11256
0.197709	11256	11792
0.197709	11792	12328
0.19771	12328	12864
0.19771	12864	13400
0.19771	13400	13936
0.19771	13936	14472
0.200609	14472	15008
0.200609	15008	15544
0.20061	15544	16080
0.203509	16080	6968
0.223809	6968	2948
0.232509	2948	3045
0.232509	3045	3139
0.235409	3139	3230
0.238309	3230	3318
0.238309	3318	3404
0.241209	3404	3488
0.244109	3488	3570
0.244109	3570	3650
0.247009	3650	3728
0.249909	3728	3805
0.249909	3805	3880
0.252809	3880	3954
0.255709	3954	4026
0.255709	4026	4097
0.25571	4097	4167
0.258609	4167	4235
0.261509	4235	4302
0.261509	4302	4368
0.26151	4368	4433
0.264409	4433	4497
0.267309	4497	4560
0.267309	4560	4623
0.26731	4623	4685
0.270209	4685	4746
0.273109	4746	4806
0.273109	4806	4865
0.27311	4865	4924
0.276009	4924	4982
0.278909	4982	5039
0.278909	5039	5096
0.27891	5096	5152
0.27891	5152	5207
0.281809	5207	5262
0.284709	5262	5316
0.284709	5316	5370
0.28471	5370	5423
0.28471	5423	5475
0.287609	5475	5527
0.290509	5527	5578
0.290509	5578	5629
0.29051	5629	5680
0.29051	5680	5730
0.293409	5730	5780
0.296309	5780	5829
0.296309	5829	5878
0.29631	5878	5926
0.29631	5926	5974
0.299209	5974	6022
0.302109	6022	6069
0.302109	6069	6116
0.30211	6116	6162
0.30211	6162	6208
0.30211	6208	6254
0.305009	6254	6299
0.307909	6299	6344
0.307909	6344	6389
0.30791	6389	6433
0.30791	6433	6477
0.30791	6477	6521
0.310809	6521	6565
0.313709	6565	6608
0.313709	6608	6651
0.31371	6651	6694
0.31371	6694	6736
0.31371	6736	6778
0.316609	6778	6820
0.319509	6820	6862
0.319509	6862	6903
0.31951	6903	6944
0.31951	6944	6985
0.31951	6985	7026
0.322409	7026	7066
0.325309	7066	7106
0.325309	7106	7146
0.32531	7146	7186
0.32531	7186	7225
0.32531	7225	7264
0.32531	7264	7303
0.328209	7303	7342
0.331109	7342	7381
0.331109	7381	7419
0.33111	7419	7457
0.33111	7457	7495
0.33111	7495	7533
0.33111	7533	7571
0.334009	7571	7608
0.336909	7608	7645
0.336909	7645	7682
0.33691	7682	7719
0.33691	7719	7756
0.33691	7756	7793
0.33691	7793	7829
0.339809	7829	7865
0.342709	7865	7901
0.342709	7901	7937
0.34271	7937	7973
0.34271	7973	8009
0.34271	8009	8044
0.34271	8044	8079
0.345609	8079	8114
0.348509	8114	8149
0.348509	8149	8184
0.34851	8184	8219
0.34851	8219	8253
0.34851	8253	8287
0.34851	8287	8321
0.34851	8321	8355
0.351409	8355	8389
0.354309	8389	8423
0.354309	8423	8457
0.35431	8457	8490
0.35431	8490	8523
0.35431	8523	8556
0.35431	8556	8589
0.35431	8589	8622
0.357209	8622	8655
0.360109	8655	8688
0.360109	8688	8721
0.36011	8721	8753
0.36011	8753	8785
0.36011	8785	8817
0.36011	8817	8849
0.36011	8849	8881
0.380114	8881	8913
